uni,date,event,total
Czech Technical University in Prague,2009,Germany,235
R.V.College of Engineering,2016,Czech Republic,235
Saitama Institute of Technology,2013,Japan,235
Cooper Union,2008,Michigan,235
Western Washington University,2012,Michigan,235
University of Hartford,1996,Michigan,235
Loyola Marymount University,2001,Michigan,235
Bradley University,2015,Michigan,235
Kokushikan University,2003,Michigan,235
Villanova University,2009,Michigan,235
University of Sydney,2010,Australia,235
Clemson University,2017,Michigan,234
Monroe County Community College,2002,Michigan,234
University of Strathclyde,2003,United Kingdom,234
Dalhousie University,2015,Michigan,234
Hochschule Heilbronn,2019,Italy,234
Oregon Institute of Technology,2015,Lincoln,234
Loughborough University,2016,Italy,234
Wroclaw University of Technology,2015,Czech Republic,234
Carleton University,2003,Michigan,234
Ramaiah Institute of Technology,2022,India,234
Università degli Studi di Firenze,2008,United Kingdom,234
Universidad de Vigo,2017,Spain,234
The University of Michigan-Dearborn,2008,Michigan,234
University of Surrey,2011,United Kingdom,234
Ostbayerische Technische Hochschule Regensburg,2015,Germany,234
University of Guelph,2018,Canada,234
Delhi Technological University,2016,United Kingdom,234
University of South Australia,2006,Australia,234
Minnesota State University Mankato,2014,Michigan,234
Instituto Mauá de Tecnologia,2019,Lincoln,234
University of Strathclyde,2018,Germany,234
United States Air Force Academy,2003,Michigan,233
Aston University,2005,United Kingdom,233
Duke University,2001,Michigan,233
Lehigh University,2005,Michigan,233
South Dakota State University,2019,Michigan,233
UAS Kempten,2019,Spain,233
Centro Federal de Educação Tecnológica de Minas Gerais,2012,Brasil,233
Universidad Simón Bolívar,2004,Michigan,233
Linköping University,2018,Germany,233
United States Air Force Academy,2011,Michigan,233
University of Arizona,2006,California,233
Hochschule für Technik und Wirtschaft Berlin,2012,Germany,233
Temple University,2018,Michigan,233
Hochschule RheinMain,2016,Germany,233
Hiroshima University,2014,Japan,233
University Carlos III of Madrid,2021,Spain,233
University of Central Florida,2009,Michigan,233
University of Delaware,2014,Lincoln,233
University of Warwick,2014,United Kingdom,233
Ana G. Méndez University - Gurabo,2011,Michigan,233
University of Warwick,2013,United Kingdom,233
University of Birmingham,2010,United Kingdom,233
University of the West of Scotland,2002,United Kingdom,232
Brown University,1997,Michigan,232
University of Bath,2004,United Kingdom,232
Moscow Polytechnic University,2011,Germany,232
Universität Paderborn,2007,Germany,232
Kyushu Institute of Technology,2008,Japan,232
Toyota Technical College Nagoya,2014,Japan,232
Slovak University of Technology in Bratislava,2011,United Kingdom,232
TAMK University of Applied Sciences,2016,Germany,232
University of Missouri,2019,Lincoln,232
Escola Politècnica Superior d'Enginyeria de Manresa,2018,Spain,232
Cégep du Vieux Montréal,2011,Michigan,232
UAS Kempten,2012,Germany,232
University of Wales Trinity Saint David,2003,United Kingdom,232
Hochschule RheinMain,2008,Germany,231
Shizuoka Institute of Science and Technology,2011,Japan,231
University of North Carolina at Charlotte,2008,Michigan,231
Saarland University,2012,Austria,231
Florida Institute of Technology,2014,Michigan,231
Columbia University,2018,Michigan,231
University of Exeter,2021,United Kingdom,231
University of Puerto Rico,2004,Michigan,231
Politecnico di Torino,2005,United Kingdom,231
Politecnico di Milano,2015,Germany,231
University of Applied Sciences Ravensburg-Weingarten,2008,Germany,231
Ecole Nationale d'Ingénieurs de Metz,2014,United Kingdom,231
Fachhochschule Aachen,2014,Germany,231
Northwestern University,2015,Michigan,230
Columbia University,2012,Michigan,230
Oklahoma State University - Stillwater,2016,Michigan,230
VIT University - Chennai,2018,India,230
University of Evansville,2006,Michigan,230
University of Portsmouth,2014,Spain,230
University of Seville,2019,Germany,230
Università di Pisa,2008,Italy,230
South Dakota School of Mines and Technology,2005,Michigan,230
University of Ulster,2006,Germany,230
University of Melbourne,2005,Australia,230
University of Liverpool,2015,Germany,230
Heriot-Watt University,2016,United Kingdom,230
Università degli Studi della Tuscia,2010,Germany,230
University of North Carolina at Charlotte,2017,Lincoln,230
Lancaster  University,2014,United Kingdom,230
TAMK University of Applied Sciences,2014,Germany,230
Coventry University,2019,United Kingdom,229
Slovak University of Technology in Bratislava,2009,California,229
Aristotle University of Thessaloniki,2022,East,229
University of Texas at Arlington,2006,California,229
Lehigh University,2012,Michigan,229
Rheinisch-Westfälische Technische Hochschule Aachen,2007,Germany,229
VIT University - Vellore,2019,Germany,229
Seikei University,2009,Japan,229
Universidad Politécnica de Madrid (UPM),2017,United Kingdom,229
UAS Würzburg-Schweinfurt,2016,Germany,229
University of Sydney,2016,Australia,229
Doshisha University,2018,Japan,229
University of Arizona,2011,California,229
University of Southampton,2017,United Kingdom,229
Politecnico di Bari,2013,Italy,229
Sojo University,2008,Michigan,229
United States Air Force Academy,2001,Michigan,229
Queen's University,2005,Michigan,229
Kansas State University,2017,Lincoln,229
Daido Institute of Technology,2006,Japan,229
Iowa State University,2018,Canada,229
Dwarkadas. J. Sanghvi College of Engineering,2019,Germany,228
Tel Aviv University,2013,Italy,228
California State University Long Beach,2004,Michigan,228
University of New South Wales - Australian Defence Force Academy,2004,Australia,228
R.V.College of Engineering,2012,Italy,228
University of Arizona,2007,Michigan,228
Berlin School of Economics,2010,Italy,228
Marquette University,1994,Michigan,228
Alma Mater Studiorum - Università di Bologna,2013,United Kingdom,228
Nagoya Institute of Technology,2008,Japan,228
University of North Dakota,2022,Michigan,228
University of Birmingham,2019,United Kingdom,228
Meijo University,2008,Japan,228
AGH University of Science and Technology,2013,Hungary,228
Flinders University,2017,Australia,228
California State University Fresno,2003,Michigan,228
Ruhr-Universität Bochum,2021,Netherlands,228
University of Guelph,2015,Michigan,228
BITS Pilani KK Birla Goa Campus,2018,India,228
Hochschule Mannheim,2012,Germany,227
University of Southern Denmark,2011,United Kingdom,227
University of Oklahoma,2000,Michigan,227
UAS Kempten,2015,Germany,227
École Polytechnique de Montréal,2015,Michigan,227
California State Polytechnic University Pomona,2010,California,227
University of Applied Sciences Ravensburg-Weingarten,2010,Germany,227
Escola Universitària Salesiana de Sarrià (UAB),2021,Spain,227
University of Melbourne,2016,Australia,227
University of Wyoming,1999,Michigan,227
University of Birmingham,2021,United Kingdom,227
University of Yamanashi,2015,Japan,227
Columbia University,2009,Michigan,227
Western University,2016,Michigan,227
Fachhochschule Stralsund,2015,Germany,227
University of Victoria,2007,California,227
University of Alabama,2010,Michigan,227
Universidad Politécnica de Madrid (UPM),2014,Germany,227
University of Colorado Denver,2019,Lincoln,226
United States Naval Academy,1996,Michigan,226
California State University Fullerton,2016,Lincoln,226
Waseda University,2014,Japan,226
Okayama University,2010,Japan,226
Dartmouth College,1996,Michigan,226
Università degli studi di Padova,2006,Italy,226
University of Wisconsin-Madison,1997,Michigan,226
State University of New York at Buffalo,1998,Michigan,226
University of Modena and Reggio Emilia,2004,United Kingdom,226
Thapar Institute of Engineering and Technology,2011,United Kingdom,226
The University of Texas at Dallas,2022,Michigan,226
Westsächsische Hochschule Zwickau,2007,Germany,226
The University of Michigan-Dearborn,1996,Michigan,226
WIZ International College of Information and Technology,2010,Japan,226
Peoples' Friendship University of Russia,2014,Hungary,226
University of Birmingham,2012,United Kingdom,226
Ostfalia University of Applied Sciences,2007,Germany,226
Technical University of Liberec,2018,Italy,226
University of Modena and Reggio Emilia,2011,United Kingdom,226
Queen's University,1996,Michigan,225
Aston University,2011,United Kingdom,225
Tennessee Technological University,2004,Michigan,225
University of Burgundy - ISAT,2009,United Kingdom,225
University of California San Diego,2011,California,225
Tokyo City University,2003,Japan,225
Moscow Polytechnic University,2014,Germany,225
Curtin University,2003,Australia,225
Fachhochschule München,2019,Austria,225
University of Windsor,2006,Germany,225
University of Texas at Austin,1995,Michigan,225
TAMK University of Applied Sciences,2011,Hungary,225
Lancaster  University,2010,United Kingdom,225
Friedrich-Alexander-Universität Erlangen-Nürnberg,2021,Austria,225
Northwestern University,2018,Michigan,225
Daido Institute of Technology,2007,Japan,225
Brno University of Technology,2012,United Kingdom,224
Ritsumeikan University,2018,Japan,224
Polytechnic Institute of New York University,2008,California,224
McMaster University,2009,California,224
Escola Politècnica Superior d'Enginyeria de Vilanova i la Geltrú UPC,2019,Spain,224
Worcester Polytechnic Institute,2002,Michigan,224
Universidad Politécnica de Madrid (UPM),2004,United Kingdom,224
Yeungnam University College,2005,Michigan,224
Hochschule Niederrhein,2022,Germany,224
Hokkaido University,2018,Japan,224
King Mongkut's Institute of Technology Ladkrabang,2014,Germany,224
Harbin Institute of Technology at Weihai,2013,Germany,224
Universitatea Transilvania din Braşov,2017,United Kingdom,224
University of Liverpool,2010,United Kingdom,223
Deakin University,2003,Australia,223
Iowa State University,2000,Michigan,223
University of British Columbia - Okanagan,2019,Michigan,223
University of Huddersfield,2014,Germany,223
University of Calgary,2002,Michigan,223
University of New Mexico,2001,Michigan,223
Tokyo City University,2008,Japan,223
Ecole Nationale d'Ingénieurs de Metz,2011,Hungary,223
Slovak University of Technology in Bratislava,2011,Germany,223
Helmut Schmidt Universität  Universität der Bundeswehr Hamburg,2008,Germany,223
Worcester Polytechnic Institute,2015,Michigan,223
Universidad Nacional Autónoma de México,2015,Lincoln,223
Binghamton University,2005,Michigan,223
Florida Atlantic University,2010,Michigan,223
Western Michigan University,2011,Michigan,223
Universidade Federal de Santa Maria,2013,Brasil,222
Universidad Nacional Autónoma de México,2019,Lincoln,222
Fachhochschule Konstanz,2007,Germany,222
University of Illinois at Chicago,2019,Canada,222
University Politehnica Of Bucharest,2022,Czech Republic,222
Heriot-Watt University,2012,United Kingdom,222
University of Connecticut,2012,Michigan,222
Brown University,1996,Michigan,222
Clarkson University,2006,Michigan,222
Taylor's University,2015,Australia,222
Kettering University,1998,Michigan,222
Tokyo University of Science,2008,Japan,222
VIT University - Vellore,2012,Italy,222
Gunma University,2019,Japan,222
Kettering University,2012,Michigan,222
Universitatea Transilvania din Braşov,2014,Spain,222
University of Manitoba,2010,California,222
University of Leeds,2012,United Kingdom,222
Kanazawa University,2011,Japan,222
Temple University,2001,Michigan,221
KLE Technological University,2019,India,221
Ulm University of Applied Sciences,2015,Spain,221
Ibaraki University,2005,Japan,221
Université du Québec à Chicoutimi,2018,Michigan,221
University of Calgary,2007,California,221
Technische Universität Kaiserslautern,2008,Italy,221
South Dakota School of Mines and Technology,2022,Michigan,221
University of Leeds,2022,United Kingdom,221
Queen's University,2012,Michigan,221
University of California Riverside,2018,Lincoln,221
Sanyo-Onoda City University at Tokyo University of Science,2015,Japan,221
Meijo University,2004,Japan,221
University of California Berkeley,2005,Michigan,221
Leibniz Universität Hannover,2010,Germany,221
Okayama University,2014,Japan,221
Technical University of Liberec,2017,Italy,221
Universitat Politécnica de Valéncia,2014,Spain,221
SRM Institute of Science and Technology NCR Campus,2018,India,221
Universität Bayreuth,2008,United Kingdom,221
Saginaw Valley State University,1999,Michigan,220
Old Dominion University,2006,Michigan,220
Middle Tennessee State University,2006,California,220
University of Puerto Rico,2003,Michigan,220
Kettering University,2007,Michigan,220
Alma Mater Studiorum - Università di Bologna,2018,Germany,220
Grand Valley State University,2016,Lincoln,220
École Polytechnique de Montréal,2010,Michigan,220
Hochschule Niederrhein,2013,Italy,220
Instituto Tecnológico de Chihuahua,2017,Lincoln,220
