Rank,University,Year,Points
633,Università degli Studi di Roma La Sapienza,2012,1150.0
634,Loughborough University,2007,1148.0
635,Michigan State University,2007,1147.0
636,Rose-Hulman Institute of Technology,2017,1144.0
637,Liverpool John Moores University,2012,1144.0
638,University of Alabama,2019,1143.0
639,Universität Paderborn,2015,1141.0
640,Oxford Brookes University,2014,1140.0
641,Centro Universitário da FEI,2014,1139.0
642,Fachhochschule München,2011,1137.0
643,Ben-Gurion University of the Negev,2015,1135.0
644,University of Thessaly,2022,1134.0
645,Kanagawa Institute of Technology,2005,1132.0
646,University of Illinois at Urbana-Champaign,2009,1130.0
647,Chalmers University of Technology,2008,1130.0
648,Oxford Brookes University,2018,1128.0
649,University of Washington,2014,1127.0
650,University Of Hertfordshire,2010,1127.0
651,Università degli Studi di Parma,2017,1126.0
652,Missouri University of Science and Technology,2015,1125.0
653,Université Laval,2016,1123.0
654,North Carolina State University,2019,1122.0
655,Universitat Politécnica de Valéncia,2015,1118.0
656,San José State University,2011,1117.0
657,University of Illinois at Urbana-Champaign,2010,1116.0
658,Kokushikan University,2004,1116.0
659,University of Applied Sciences Ravensburg-Weingarten,2018,1112.0
660,University of Nebraska–Lincoln,2019,1112.0
661,Edith Cowan University,2018,1111.0
662,RMIT University,2009,1111.0
663,Kanazawa University,2006,1110.0
664,Universidade Estadual de Campinas,2014,1110.0
665,Brno University of Technology,2014,1108.0
666,University of Missouri,2022,1108.0
667,Centro Universitário Facens,2007,1106.0
668,Kettering University,2015,1103.0
669,University of Michigan - Ann Arbor,2017,1103.0
670,University of Applied Sciences Ravensburg-Weingarten,2017,1103.0
671,Università degli studi di Padova,2016,1102.0
672,Nippon Institute of Technology,2011,1102.0
673,Friedrich-Alexander-Universität Erlangen-Nürnberg,2009,1099.0
674,Universität Kassel,2018,1097.0
675,Escola de Engenharia de São Carlos da Universidade de São Paulo,2017,1097.0
676,Széchenyi István University,2016,1097.0
677,Clemson University,2008,1097.0
678,Dartmouth College,2006,1096.0
679,Carleton University,2015,1096.0
680,Oakland University,2019,1093.0
681,Michigan State University,2012,1092.0
682,Cornell University,2011,1090.0
683,Fachhochschule Kiel,2011,1087.0
684,California State Polytechnic University Pomona,2009,1086.0
685,Western University,2018,1084.0
686,University of Connecticut,2019,1084.0
687,University of Thessaly,2019,1082.0
688,Università degli studi di Padova,2022,1080.0
689,University of Huddersfield,2014,1079.0
690,Tallinn TU UAS,2010,1079.0
691,Ulm University of Applied Sciences,2017,1078.0
692,Hochschule für Angewandte Wissenschaften Hamburg,2006,1077.0
693,Poznan University of Technology,2017,1076.0
694,Tokai University,2014,1075.0
695,Shibaura Institute of Technology,2004,1075.0
696,Aristotle University of Thessaloniki,2017,1074.0
697,University of Illinois at Urbana-Champaign,2014,1073.0
698,Aristotle University of Thessaloniki,2022,1073.0
699,Kettering University,2017,1072.0
700,University of Toledo,2018,1072.0
701,École Centrale de Lyon,2021,1072.0
702,University of Illinois at Urbana-Champaign,2019,1071.0
703,Czech University of Life Sciences Prague,2014,1071.0
704,University of Wisconsin-Madison,2009,1070.0
705,Fachhochschule Kiel,2010,1069.0
706,Ecole Nationale d'Ingénieurs de Metz,2019,1068.0
707,Missouri University of Science and Technology,2018,1067.0
708,University of Pittsburgh,2019,1067.0
709,The University of Akron,2010,1066.0
710,University of Illinois at Urbana-Champaign,2016,1065.0
711,University of Waterloo,2018,1061.0
712,Purdue University - West Lafayette,2014,1059.0
713,Technische Hochschule Mittelhessen,2016,1058.0
714,The Ohio State University,2022,1057.0
715,University of Pittsburgh,2001,1057.0
716,Fachhochschule München,2007,1056.0
717,Auburn University,2012,1056.0
718,Università degli studi di Padova,2008,1055.0
719,Ostbayerische Technische Hochschule Regensburg,2014,1054.0
720,Rose-Hulman Institute of Technology,2016,1054.0
721,North Carolina State University,2017,1052.0
722,Politecnico di Milano,2006,1052.0
723,Università di Pisa,2021,1051.0
724,Rochester Institute of Technology,2017,1051.0
725,École Polytechnique de Montréal,2008,1050.0
726,Technische Hochschule Mittelhessen,2014,1050.0
727,Kokushikan University,2003,1050.0
728,The Ohio State University,2016,1049.0
729,Utsunomiya University,2004,1047.0
730,Dartmouth College,2007,1047.0
731,UAS Würzburg-Schweinfurt,2012,1046.0
732,Technische Universität Braunschweig,2009,1046.0
733,The University of Michigan-Dearborn,2009,1045.0
734,University of Missouri,2018,1042.0
735,Chalmers University of Technology,2010,1041.0
736,Fachhochschule Kiel,2006,1040.0
737,Poznan University of Technology,2019,1040.0
738,Brno University of Technology,2012,1040.0
739,Chalmers University of Technology,2007,1039.0
740,Tokyo Denki University,2003,1037.0
741,University of Illinois at Urbana-Champaign,2011,1035.0
742,Technische Universität Braunschweig,2011,1034.0
743,South Dakota State University,2015,1033.0
744,South Dakota School of Mines and Technology,2013,1032.0
745,University of Oklahoma,2007,1032.0
746,Hochschule Karlsruhe - Technik und Wirtschaft,2015,1027.0
747,Western University,2006,1026.0
748,Western University,2016,1026.0
749,Università degli studi di Padova,2015,1025.0
750,Helmut Schmidt Universität  Universität der Bundeswehr Hamburg,2011,1024.0
751,Technische Universität Darmstadt,2007,1023.0
752,Universität Paderborn,2021,1023.0
753,UAS Würzburg-Schweinfurt,2017,1020.0
754,Missouri University of Science and Technology,2010,1020.0
755,The University of Akron,2009,1018.0
756,Wayne State University,2016,1016.0
757,University Of Hertfordshire,2015,1014.0
758,University of Auckland,2006,1012.0
759,Hochschule für Technik und Wirtschaft Berlin,2017,1011.0
760,University of Strathclyde,2012,1010.0
761,University of West Bohemia,2018,1010.0
762,University of Birmingham,2004,1010.0
763,University of Seville,2022,1009.0
764,Escola Politècnica Superior d'Enginyeria de Manresa,2022,1008.0
765,University of Missouri,2004,1008.0
766,University of Leeds,2002,1008.0
767,RMIT University,2005,1007.0
768,Loughborough University,2008,1004.0
769,Czech University of Life Sciences Prague,2017,1004.0
770,FH Campus Wien,2018,1004.0
771,University of Wisconsin-Madison,2010,1003.0
772,University of the West of England,2022,1002.0
773,The Ohio State University,2019,1002.0
774,Oxford Brookes University,2019,1000.0
775,Northwestern University,2016,997.0
776,University of Michigan - Ann Arbor,2016,996.0
777,Università degli studi di Padova,2018,996.0
778,Hochschule Esslingen,2018,995.0
779,Hochschule Darmstadt UAS,2014,995.0
780,Kettering University,2014,995.0
781,University of Toledo,2019,994.0
782,University Of Hertfordshire,2001,993.0
783,State University of New York at Buffalo,2008,992.0
784,Rochester Institute of Technology,2008,992.0
785,University of Bath,2022,992.0
786,Hochschule Karlsruhe - Technik und Wirtschaft,2010,992.0
787,Università di Pisa,2017,990.0
788,Universidade Estadual de Campinas,2015,989.0
789,Centro Universitário Facens,2009,989.0
790,McGill University,2015,989.0
791,Queen's University,2010,988.0
792,Virginia Polytechnic Institute and State University,2008,988.0
793,University of Strathclyde,2013,987.0
794,Friedrich-Alexander-Universität Erlangen-Nürnberg,2017,986.0
795,Helsinki Metropolia University of Applied Sciences,2010,986.0
796,University of Birmingham,2018,986.0
797,Oakland University,2014,986.0
798,Friedrich-Alexander-Universität Erlangen-Nürnberg,2019,986.0
799,Lund University,2015,985.0
800,Loughborough University,2009,984.0
801,University of Belgrade (Универзитет у Београду),2013,983.0
802,The Ohio State University,2014,983.0
803,École Polytechnique de Montréal,2004,980.0
804,University of Wisconsin-Madison,2015,980.0
805,University of Kansas,2010,979.0
806,University of South Florida,2015,977.0
807,Università degli Studi di Roma La Sapienza,2010,977.0
808,Universität Siegen,2009,976.0
809,The University of Michigan-Dearborn,2014,974.0
810,University of Nebraska–Lincoln,2016,974.0
811,Technische Universität Darmstadt,2008,973.0
812,Sophia University,2003,973.0
813,Smt. Kashibai Navale College of Engineering,2019,973.0
814,Ostfalia University of Applied Sciences,2009,973.0
815,École de Technologie Superieure,2010,972.0
816,California State Polytechnic University Pomona,2015,972.0
817,Alma Mater Studiorum - Università di Bologna,2011,972.0
818,Università di Pisa,2010,971.0
819,Alma Mater Studiorum - Università di Bologna,2016,970.0
820,Ryerson University,2019,970.0
821,University of Central Florida,2015,968.0
822,Missouri University of Science and Technology,2006,967.0
823,Technical University of Munich,2007,967.0
824,UAS Würzburg-Schweinfurt,2014,967.0
825,Fachhochschule Konstanz,2017,967.0
826,Technische Universität Berlin,2018,965.0
827,San José State University,2013,964.0
828,Moscow Polytechnic University,2017,963.0
829,Centro Universitário da FEI,2007,961.0
830,UAS Würzburg-Schweinfurt,2013,960.0
831,Monash University,2017,959.0
832,Technische Universität Berlin,2012,956.0
833,Hochschule Darmstadt UAS,2019,955.0
834,Università della Calabria,2022,954.0
835,Fachhochschule Coburg,2011,953.0
836,University of Bath,2013,953.0
837,Louisiana State University,2018,952.0
838,University of South Florida,2012,949.0
839,National Technical University of Athens,2018,948.0
840,Lund University,2014,948.0
841,Rensselaer Polytechnic Institute,2003,946.0
842,University of Belgrade (Универзитет у Београду),2017,945.0
843,University of Washington,2015,944.0
844,Universitat Politécnica de Valéncia,2017,943.0
845,University of Strathclyde,2008,943.0
846,University of Modena and Reggio Emilia,2014,943.0
847,École de Technologie Superieure,2007,941.0
848,Czech University of Life Sciences Prague,2022,939.0
849,Monash University,2019,939.0
850,Monash University,2013,938.0
851,Hochschule für Technik und Wirtschaft Berlin,2014,937.0
852,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,2010,935.0
853,Fachhochschule Stralsund,2008,934.0
854,Rheinisch-Westfälische Technische Hochschule Aachen,2008,931.0
855,Ostfalia University of Applied Sciences,2011,931.0
856,University of Manitoba,2013,931.0
857,University of Modena and Reggio Emilia,2008,930.0
858,Hochschule Heilbronn,2021,930.0
859,Cornell University,2002,928.0
860,Cornell University,2004,927.0
861,Indian Institute of Technology Madras,2018,927.0
862,University of Maribor,2017,926.0
863,Technische Hochschule Ostwestfalen-Lippe,2015,926.0
864,Kettering University,2002,926.0
865,Cornell University,1998,925.0
866,Białystok University of Technology,2014,922.0
867,Tokai University,2007,919.0
868,San José State University,2018,917.0
869,Friedrich-Alexander-Universität Erlangen-Nürnberg,2021,917.0
870,The University of Tokyo,2009,917.0
871,Texas A&amp;M University,2017,916.0
872,École de Technologie Superieure,2011,916.0
873,Hochschule für Technik und Wirtschaft Mittweida,2011,913.0
874,Dwarkadas. J. Sanghvi College of Engineering,2018,911.0
875,Helsinki Metropolia University of Applied Sciences,2003,910.0
876,Białystok University of Technology,2021,910.0
877,Oxford Brookes University,2009,909.0
878,Loughborough University,2016,908.0
879,Kanagawa Institute of Technology,2006,907.0
880,Cornell University,2005,906.0
881,Ostbayerische Technische Hochschule Amberg-Weiden (OTH),2005,906.0
882,Cornell University,2001,904.0
883,Universität Bayreuth,2008,902.0
884,Kansas State University,2019,902.0
885,University of Modena and Reggio Emilia,2016,901.0
886,Hochschule für Technik und Wirtschaft Berlin,2013,901.0
887,The Ohio State University,2018,900.0
888,University of Strathclyde,2014,900.0
889,Kyoto Institute of Technology,2012,898.0
890,Oxford Brookes University,2010,897.0
891,Hochschule Esslingen,2007,897.0
892,Université de Sherbrooke,2016,896.0
893,Monash University,2015,895.0
894,Swansea University,2007,895.0
895,University of Washington,2017,894.0
896,Fachhochschule Joanneum Graz,2005,894.0
897,University of Oklahoma,2014,893.0
898,Norwegian University of Science and Technology,2013,893.0
899,Czech University of Life Sciences Prague,2013,893.0
900,Sophia University,2011,892.0
901,University of Strathclyde,2015,891.0
902,Nagoya University,2014,891.0
903,University of Western Australia,2002,890.0
904,Loughborough University,2019,889.0
905,Monash University,2009,889.0
906,University of Texas at Arlington,1996,888.0
907,Wayne State University,2019,888.0
908,University of Washington,2009,888.0
909,University of Texas at Arlington,1998,887.0
910,Université de Versailles-Saint-Quentin-en-Yvelines,2010,884.0
911,Auburn University,2015,884.0
912,Oxford Brookes University,2004,884.0
913,Politecnico di Milano,2015,883.0
914,University of Missouri,2003,883.0
915,Osaka University,2012,882.0
916,Chalmers University of Technology,2006,881.0
917,Kyoto University,2014,881.0
918,University of Wollongong,2001,881.0
919,Kennesaw State University,2015,879.0
920,Georgia Southern University,2012,878.0
921,Aristotle University of Thessaloniki,2021,878.0
922,Escola de Engenharia de São Carlos da Universidade de São Paulo,2016,878.0
923,Yokohama National University,2011,878.0
924,University of Manitoba,2014,877.0
925,Aalborg University,2008,877.0
926,University of Toronto,2011,877.0
927,Gujarat Technological University,2022,876.0
928,Michigan State University,2003,876.0
929,Osaka University,2010,875.0
930,Rochester Institute of Technology,2015,874.0
931,University of Alberta,2019,874.0
932,University of Strathclyde,2010,873.0
933,University of Manitoba,2011,873.0
934,University of Modena and Reggio Emilia,2019,872.0
935,University of Kansas,2016,872.0
936,Universität Kassel,2012,871.0
937,University of Bath,2019,871.0
938,University of Auckland,2014,871.0
939,Fachhochschule München,2006,871.0
940,Bauman Moscow State Technical University,2016,870.0
941,Slovak University of Technology in Bratislava,2011,869.0
942,Instituto Mauá de Tecnologia,2014,869.0
943,Technion - Israel Institute of Technology,2019,867.0
944,Università degli Studi di Firenze,2007,866.0
945,University of Alabama,2018,866.0
946,University of Modena and Reggio Emilia,2009,866.0
947,Monash University,2011,864.0
948,Università degli Studi della Tuscia,2010,864.0
949,Indian Institute of Technology Madras,2020,863.0
950,Sophia University,2009,861.0
951,Ruhr-Universität Bochum,2014,860.0
952,University Carlos III of Madrid,2022,859.0
953,University of Texas at Arlington,1995,859.0
954,Western University,2017,859.0
955,Brunel University London,2013,858.0
956,University of South Florida,2014,858.0
957,Oxford Brookes University,2013,858.0
958,Fachhochschule Aachen,2014,858.0
959,UAS Kempten,2019,858.0
960,Kyoto University,2013,857.0
961,Loughborough University,2013,857.0
962,Queen's University,2017,857.0
963,École Polytechnique de Montréal,2005,856.0
964,Rose-Hulman Institute of Technology,2022,856.0
965,The Ohio State University,2015,856.0
966,Rochester Institute of Technology,1995,856.0
967,Ulm University of Applied Sciences,2013,855.0
968,Cornell University,1992,855.0
969,Osaka University,2013,854.0
970,University of Kansas,2019,854.0
971,The University of Tokyo,2008,854.0
972,University of Wisconsin-Madison,2005,854.0
973,Wayne State University,2015,854.0
974,Università degli studi di Padova,2017,854.0
975,The University of Akron,1999,853.0
976,Osaka University,2018,853.0
977,University of Michigan - Ann Arbor,1994,853.0
